Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_39_044.jpg;0;1;0;5.016986;115.4227;100.9612;0.997205;30.95143;-0.0005961577
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_39_112.jpg;0;1;0;4.991458;115.6806;101.1149;0.9777635;30.98002;-0.0008619299
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_39_178.jpg;0;1;0;5.018657;115.9391;101.2689;0.9955557;30.95957;-0.001111114
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_39_244.jpg;0;1;0;4.98901;116.2845;101.4747;1.056093;30.93514;-0.001040073
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_39_311.jpg;0;1;0;5.00686;116.5439;101.629;1.122458;30.91066;-0.00119135
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_39_378.jpg;0;1;0;4.990527;116.8035;101.7834;1.198348;30.88503;-0.001526508
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_39_445.jpg;0;1;0;5.007405;117.1501;101.9891;1.315239;30.84773;-0.001345101
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_39_512.jpg;0;1;0;5.024332;117.4103;102.1432;1.402854;30.81567;-0.001602586
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_39_578.jpg;0;1;0;5.008333;117.6707;102.2973;1.493664;30.7858;-0.001651706
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_39_645.jpg;3.026061;1;0;5.011183;118.0147;102.5018;1.463334;30.94288;-0.002598774
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_39_711.jpg;5.982078;1;0;5.007433;118.2715;102.6575;1.439931;31.3993;0.01582152
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_39_778.jpg;9.00117;1;0;5.006618;118.5262;102.8172;1.422425;32.24195;0.106749
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_39_846.jpg;11.98684;1;0;5.013165;118.8591;103.0347;1.218048;34.10375;0.2055684
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_39_912.jpg;8.95948;1;0;4.976002;119.1021;103.2045;1.020462;35.42102;0.4179358
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_39_978.jpg;5.987535;1;0;5.009268;119.3429;103.3767;0.7643676;36.65162;0.5753743
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_40_045.jpg;2.980532;1;0;5.011428;119.6593;103.6124;0.4150559;37.72393;0.8268327
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_40_111.jpg;2.959785;1;0;5.012112;119.8946;103.7924;0.1704992;38.20149;1.003406
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_40_178.jpg;5.929527;1;0;5.010834;120.1284;103.9755;359.9673;38.71171;1.14686
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_40_245.jpg;8.958895;1;0;5.012816;120.4409;104.2268;-0.001158251;39.67828;1.195059
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_40_311.jpg;11.94028;1;0;5.00446;120.6712;104.4199;0.02648788;40.81625;1.162569
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_40_379.jpg;14.93118;1;0;5.011086;120.8957;104.6186;0.007950207;42.35946;1.130859
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_40_445.jpg;11.92215;1;0;5.010063;121.1861;104.8936;0.01059747;44.60082;1.154238
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_40_512.jpg;8.925669;1;0;5.011054;121.3987;105.1055;0.009277638;46.09145;1.140647
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_40_578.jpg;5.90231;1;0;5.011129;121.6068;105.3219;0.01040809;47.28965;1.114313
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_40_645.jpg;2.927306;1;0;5.011497;121.8786;105.6162;0.009666719;48.35994;1.076127
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_40_711.jpg;0;1;0;5.011516;122.0799;105.8399;0.02839496;48.74278;1.036154
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_40_777.jpg;0;1;0;5.011621;122.28;106.0652;0.06886601;48.88955;0.9861774
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_40_844.jpg;0;1;0;5.011084;122.5463;106.3678;0.1861014;48.95129;0.9070329
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_40_911.jpg;0;1;0;5.004437;122.7458;106.5956;0.3163108;48.96045;0.8277059
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_40_978.jpg;2.991661;1;0;5.006063;122.9448;106.8247;0.4717103;49.10375;0.7441281
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_41_044.jpg;5.988922;1;0;5.011353;123.2067;107.1322;0.6522401;49.73885;0.6445923
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_41_110.jpg;5.993953;1;0;5.016332;123.3998;107.3652;0.7623074;50.55177;0.5931987
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_41_177.jpg;3.042363;1;0;5.022197;123.5903;107.5984;0.8048885;51.26138;0.5133359
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_41_246.jpg;0.02958197;1;0;5.01791;123.8425;107.9124;0.8904119;51.72878;0.4468603
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_41_311.jpg;3.008514;1;0;4.989384;124.0296;108.1489;0.9572506;51.94334;0.4185773
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_41_379.jpg;6.006344;1;0;5.025886;124.2147;108.3872;1.021712;52.44363;0.4075586
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_41_445.jpg;3.003803;1;0;4.99511;124.4579;108.7054;0.9963033;53.22397;0.330468
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_41_511.jpg;3.016656;1;0;5.006069;124.6378;108.9464;1.006045;53.61642;0.3342053
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_41_577.jpg;5.987322;1;0;4.986247;124.8152;109.1894;1.025168;54.13478;0.3774423
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_41_643.jpg;8.997898;1;0;5.005086;125.046;109.516;0.9637027;55.40694;0.4314969
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_41_712.jpg;11.98053;1;0;5.00746;125.2112;109.7635;0.8187912;56.71042;0.5358246
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_41_778.jpg;14.98529;0.7996825;0;4.999057;125.3692;110.0148;0.6229012;58.52578;0.7027304
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_41_844.jpg;15;0.5990947;0;5.004369;125.5653;110.3545;0.2018608;61.20542;1.048181
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_41_911.jpg;15;0.3988827;0;5.001369;125.7033;110.6129;359.8433;63.18524;1.314537
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_41_976.jpg;15;0.199134;0;4.990945;125.8382;110.8763;359.6869;65.02465;1.422463
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_42_043.jpg;15;0;0;4.973205;126.0099;111.2356;359.7871;67.60645;1.290417
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_42_111.jpg;15;0;0;4.941743;126.125;111.5116;0.01176752;69.42025;1.206686
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_42_178.jpg;15;0;0;4.895887;126.2262;111.7876;0.05466525;71.36038;1.21817
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_42_244.jpg;15;0.1001647;0;4.880595;126.3461;112.1545;359.8783;73.94019;1.166208
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_42_311.jpg;15;0.2983311;0;4.855585;126.4236;112.4348;359.898;75.74174;1.194716
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_42_376.jpg;15;0.4984531;0;4.841408;126.4919;112.7184;0.007351458;77.62083;1.266624
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_42_444.jpg;15;0.4939115;0;4.841598;126.5706;113.0963;-0.0051827;80.20171;1.230441
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_42_511.jpg;15;0.2945255;0;4.838185;126.6189;113.3822;0.01888899;82.21882;1.143665
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_42_577.jpg;15;0.0941463;0;4.828681;126.6538;113.6685;359.9892;84.27611;1.205376
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_42_644.jpg;15;0.09990869;0;4.808671;126.687;114.0508;0.001560615;86.99226;1.222985
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_42_711.jpg;15;0.2991584;0;4.784888;126.7006;114.3364;359.9891;88.96714;1.191707
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_42_777.jpg;15;0.5006599;0;4.772266;126.7035;114.6223;-5.095628E-05;90.98645;1.179703
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_42_845.jpg;15;0.6990599;0;4.771966;126.6913;115.0031;0.006728494;93.70746;1.191146
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_42_911.jpg;15;0.7037604;0;4.783226;126.67;115.2886;0.002193251;95.72311;1.20104
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_42_977.jpg;15;0.7057372;0;4.794611;126.6392;115.5736;-0.005696345;97.77106;1.192789
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_43_044.jpg;15;0.9020963;0;4.801621;126.5817;115.9529;-0.001093764;100.4685;1.204361
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_43_111.jpg;15;1;0;4.81922;126.528;116.2372;0.01490082;102.4861;1.159885
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_43_177.jpg;15;1;0;4.856527;126.4622;116.5203;0.01506271;104.545;1.183497
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_43_245.jpg;11.98983;1;0;4.881253;126.3604;116.8967;0.01323596;107.0792;1.176833
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_43_311.jpg;9.001176;1;0;4.913292;126.2737;117.1783;0.01046616;108.6418;1.163702
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_43_377.jpg;11.98397;1;0;4.949563;126.1788;117.4591;0.01052137;110.1225;1.132313
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_43_445.jpg;15;1;0;4.97547;126.0364;117.8301;0.006008565;112.4026;1.18186
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_43_510.jpg;15;1;0;4.999379;125.9201;118.1064;0.01537492;114.3128;1.166085
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_43_577.jpg;15;1;0;5.009258;125.7944;118.3786;0.01319593;116.2751;1.168396
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_43_643.jpg;12.01031;1;0;5.010125;125.6139;118.7354;0.01324923;118.7393;1.15784
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_43_712.jpg;9.007201;1;0;5.010174;125.4697;118.9984;0.008462738;120.302;1.140012
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_43_777.jpg;5.987487;1;0;5.010855;125.3188;119.2579;0.007757627;121.5451;1.130261
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_43_844.jpg;3.023541;1;0;5.01139;125.1101;119.5999;0.009103948;122.6355;1.086993
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_43_909.jpg;0.000573881;1;0;5.011989;124.9497;119.8545;0.02852522;123.0331;1.041761
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_43_977.jpg;0;1;0;5.011646;124.7872;120.1082;0.06439497;123.1846;0.9881355
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_44_043.jpg;-3.012497;1;0;5.011511;124.5694;120.4471;0.1743813;123.0462;0.8813685
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_44_113.jpg;-6.017082;1;0;5.017307;124.4073;120.7038;0.3278724;122.5427;0.7326581
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_44_177.jpg;-3.024994;1;0;5.016268;124.247;120.9622;0.5193281;121.9284;0.5351335
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_44_243.jpg;-0.0138488;1;0;5.011489;124.0342;121.3078;0.8008225;121.4461;0.2371747
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_44_309.jpg;0;1;0;5.011577;123.8752;121.5678;1.036431;121.3061;0.0102709
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_44_376.jpg;0;1;0;5.011725;123.7153;121.8269;1.245007;121.2845;359.8844
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_44_444.jpg;0;1;0;5.011392;123.5018;122.1694;1.38805;121.3457;359.8816
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_44_510.jpg;0;1;0;5.009005;123.3432;122.4235;1.346516;121.4411;359.9913
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_44_576.jpg;0;1;0;5.014664;123.1865;122.6799;1.344455;121.4076;-0.003496311
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_44_642.jpg;0;1;0;5.001194;123.0296;122.9374;1.365261;121.3285;-0.001496903
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_44_710.jpg;0;1;0;5.011633;122.8212;123.2799;1.390658;121.4537;-0.002525726
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_44_777.jpg;0;1;0;5.004601;122.6644;123.5379;1.435736;121.4056;-0.001322243
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_44_842.jpg;0;1;0;5.016064;122.5081;123.7956;1.476752;121.4346;-0.001702456
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_44_911.jpg;0;1;0;5.016136;122.3003;124.139;1.491977;121.3922;-0.004194571
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_44_976.jpg;0;1;0;5.03592;122.1455;124.395;1.4195;121.3595;-0.001366057
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_45_042.jpg;0;1;0;5.010542;121.9904;124.6521;1.379976;121.3256;-0.001407854
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_45_109.jpg;0;1;0;5.016717;121.7834;124.9955;1.362353;121.2893;-0.001777365
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_45_175.jpg;0;1;0;4.994208;121.6283;125.2531;1.361796;121.229;-0.001488334
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_45_242.jpg;0;1;0;5.016309;121.4732;125.5111;1.380272;121.1915;-0.001249673
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_45_310.jpg;0;1;0;4.998425;121.2664;125.8559;1.423765;121.142;-0.001531155
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_45_376.jpg;0;1;0;5.00871;121.1115;126.1145;1.463837;121.1049;-0.001365016
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_45_443.jpg;0;1;0;4.999071;120.9565;126.3739;1.516968;121.087;-0.002141668
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_45_509.jpg;0;1;0;5.013523;120.7515;126.7178;1.493485;120.9624;-0.001418547
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_45_576.jpg;0;1;0;5.015084;120.5976;126.9766;1.499555;120.9342;-0.001894292
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_45_643.jpg;0;1;0;5.025312;120.4442;127.2352;1.506662;120.8485;0.0001632339
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_45_710.jpg;0;1;0;5.013996;120.24;127.5801;1.455813;120.7938;-0.001974695
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_45_776.jpg;0;1;0;4.976385;120.0882;127.8371;1.363359;120.7616;-0.001467572
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_45_842.jpg;0;1;0;5.013955;119.9359;128.0955;1.312455;120.725;-0.001219776
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_45_909.jpg;0;1;0;5.004802;119.7327;128.4406;1.282406;120.6698;-0.0007475326
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_45_975.jpg;0;1;0;5.016047;119.5801;128.7;1.286747;120.6368;-0.001279622
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_46_042.jpg;0;1;0;5.004747;119.4274;128.96;1.31243;120.6135;-0.00161942
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_46_109.jpg;0;1;0;5.016328;119.2243;129.3065;1.355066;120.5554;-0.001364018
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_46_176.jpg;0;1;0;5.016912;119.0718;129.5671;1.406742;120.5299;-0.001687672
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_46_241.jpg;0;1;0;5.016558;118.9196;129.8275;1.455309;120.4858;-0.001556718
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_46_309.jpg;0;1;0;5.01642;118.7168;130.1753;1.532886;120.4441;-0.001774857
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_46_375.jpg;0;1;0;5.004269;118.5663;130.434;1.455767;120.4112;-0.001524104
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_46_442.jpg;0;1;0;5.013663;118.4155;130.6935;1.411931;120.3745;-0.001356738
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_46_509.jpg;0;1;0;5.008138;118.2144;131.04;1.382981;120.3251;-0.001203424
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_46_576.jpg;0;1;0;5.022851;118.0636;131.3003;1.381777;120.2852;-0.001342389
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_46_641.jpg;0;1;0;5.008878;117.9127;131.5611;1.398411;120.2539;-0.001507279
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_46_708.jpg;0;1;0;5.02061;117.7116;131.9092;1.439883;120.2208;-0.002022722
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_46_775.jpg;0;1;0;4.98497;117.5613;132.1699;1.467508;120.1521;-0.001640717
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_46_842.jpg;0;1;0;5.015707;117.4109;132.4313;1.509074;120.1125;-0.00135693
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_46_908.jpg;0;1;0;5.005036;117.2117;132.778;1.439516;120.085;-0.001668026
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_46_975.jpg;0;1;0;5.011902;117.0625;133.0382;1.388113;120.0484;-0.001316718
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_47_041.jpg;0;1;0;5.00816;116.9132;133.299;1.360525;120.0158;-0.001419959
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_47_108.jpg;0;1;0;5.023026;116.7142;133.6468;1.347946;119.963;-0.001340182
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_47_175.jpg;-1.544622;1;0;5.014173;116.565;133.9086;1.363315;119.8756;-0.001282091
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_47_241.jpg;-4.501296;1;0;5.021066;116.4174;134.1709;1.384962;119.5466;0.000112224
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_47_309.jpg;-7.497082;1;0;5.014189;116.2239;134.5234;1.432254;118.6469;-0.0009946368
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_47_375.jpg;-10.51973;1;0;5.004022;116.0841;134.7901;1.4592;117.5247;359.9377
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_47_441.jpg;-10.4918;1;0;5.011155;115.9495;135.0567;1.347056;116.0587;359.8958
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_47_508.jpg;-7.53061;1;0;4.961592;115.7808;135.4161;1.143252;114.326;359.6783
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_47_574.jpg;-4.51383;1;0;5.00866;115.6581;135.6862;0.9231519;113.2822;359.5558
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_47_642.jpg;-1.508747;1;0;5.011606;115.5394;135.958;0.692915;112.628;359.4053
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_47_709.jpg;0;1;0;5.011738;115.384;136.3225;0.4267753;112.3123;359.2218
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_47_775.jpg;-2.98743;1;0;5.011522;115.2696;136.5974;0.263916;112.1107;359.1023
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_47_841.jpg;-6.0139;1;0;5.011318;115.158;136.8739;0.1283652;111.6747;358.984
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_47_908.jpg;-6.017598;1;0;5.010676;115.0141;137.2449;359.9785;110.6964;358.8631
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_47_975.jpg;-3.043697;1;0;5.00913;114.9075;137.5264;0.01063807;110.088;358.8576
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_48_041.jpg;-0.07120013;1;0;5.010321;114.8023;137.8082;0.02460039;109.7332;358.9361
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_48_108.jpg;0;1;0;5.012208;114.6646;138.1858;0.08340743;109.5559;359.0491
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_48_175.jpg;0;1;0;5.017762;114.5625;138.471;0.2024124;109.516;359.1189
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_48_241.jpg;0;1;0;5.016191;114.4605;138.7563;0.3416813;109.5123;359.2143
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_48_309.jpg;0;1;0;5.005452;114.3245;139.1376;0.5649298;109.5124;359.375
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_48_374.jpg;0;1;0;5.015021;114.2224;139.4242;0.7607704;109.5237;359.5065
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_48_441.jpg;0;1;0;5.01443;114.1201;139.7106;0.9608179;109.5485;359.6535
C:\cygwin64\home\hp\robond\RoboND-Rover-Project\data\IMG\robocam_2018_12_05_03_02_48_508.jpg;0;1;0;5.006711;113.9832;140.0928;1.250827;109.5967;359.8537
